Frame_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
11,2,9,1,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
12,2,9,2,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
13,3,9,2,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
14,3,8,4,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
15,3,8,4,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
16,2,9,3,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
17,2,7,5,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
18,1,8,5,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
19,1,8,5,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
20,1,8,5,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
21,1,7,6,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
22,2,7,6,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
23,2,7,6,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
24,2,7,6,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
25,1,8,6,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
26,1,7,7,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
27,2,8,7,1,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
28,2,8,7,1,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
29,3,8,5,3,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
30,3,8,5,3,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0
31,2,9,5,3,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0
32,3,9,5,5,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0
33,3,9,4,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0
34,3,10,4,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,4,0,0,0,0
35,3,9,5,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,4,0,0,0,0
36,1,9,6,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0
37,1,9,7,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0
38,1,9,7,6,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0
39,2,8,7,7,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0
40,2,8,7,6,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
41,1,8,8,6,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0
42,0,9,9,6,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
43,1,7,10,6,2,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
44,1,8,9,6,4,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
45,3,8,9,5,5,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
46,3,9,9,4,5,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0
47,3,10,9,4,5,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0
48,2,11,7,6,5,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
49,2,11,8,5,6,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
50,2,10,8,6,6,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
51,3,10,7,7,6,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
52,4,10,8,7,6,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
53,4,10,9,7,6,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0
54,4,10,8,8,6,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0
55,2,11,9,8,6,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0
56,2,11,10,7,7,3,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0
57,2,11,11,8,8,2,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0
58,2,11,10,9,6,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
59,2,11,10,9,6,4,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
60,3,12,9,10,5,5,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
61,2,12,10,10,5,5,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
62,2,12,10,8,7,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
63,3,13,9,9,6,5,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0
64,4,11,11,8,7,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,4,0,0,0,0
65,4,10,12,7,10,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0
66,4,8,14,7,11,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0
67,3,8,14,6,11,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0
68,2,9,13,7,11,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
69,1,10,14,7,11,5,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
70,2,9,13,8,12,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0
71,2,9,14,7,13,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0
72,1,9,14,8,13,4,3,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0
73,1,9,12,10,12,5,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0
74,1,9,10,10,14,4,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0
75,1,10,11,12,13,5,4,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0
76,1,10,10,12,13,6,4,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0
77,2,9,11,11,14,6,4,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0
78,3,8,10,13,12,5,5,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0
79,2,9,11,12,13,5,5,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,3,0,0,0,0
80,3,8,12,12,13,5,5,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0
81,1,11,12,12,13,5,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,5,0,0,0,0
82,1,11,12,12,12,6,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,5,0,0,0,0
83,1,8,15,12,12,6,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,5,0,0,0,0
84,2,9,16,11,13,6,3,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,5,0,0,0,0
85,2,9,15,11,13,7,3,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,5,0,0,0,0
86,3,10,14,10,15,7,3,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,5,0,0,0,0
87,3,10,15,9,15,7,4,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5,0,0,0,0
88,4,8,17,6,15,9,4,5,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0
89,4,7,18,6,14,10,4,5,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0
90,2,10,19,5,15,9,5,5,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0
91,4,10,18,7,15,9,5,5,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,5,0,0,0,0
92,5,10,18,7,15,8,6,3,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,6,0,0,0,0
93,4,12,17,8,15,7,7,3,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,1,0,2,0,1,0,1,0,1,0,0,6,0,0,0,0
94,3,13,15,11,15,7,7,2,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,1,0,2,0,1,1,0,0,1,0,0,6,0,0,0,0
95,3,14,15,12,14,8,7,2,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
96,3,15,14,12,15,8,8,1,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
97,4,16,14,11,15,7,8,1,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
98,4,16,13,11,13,8,9,1,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
99,2,18,11,12,13,9,8,2,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
100,3,17,6,16,11,12,7,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,2,0,1,1,0,0,2,0,0,1,0,0,6,0,0,0,0
101,3,14,9,17,11,12,7,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,2,1,0,1,0,0,2,0,0,1,0,0,6,0,0,0,0
102,3,12,12,17,11,12,6,5,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,5,0,0,0,0
103,2,11,14,17,11,12,6,5,2,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,6,0,0,0,0
104,3,10,16,14,14,12,6,5,1,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,1,0,1,0,0,2,0,1,0,0,0,6,0,0,0,0
105,2,10,17,14,12,14,5,6,1,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,6,0,0,0,0
106,2,12,17,15,12,12,7,6,1,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,1,1,0,2,0,1,1,0,1,0,0,1,6,0,0,0,0
107,3,13,16,16,12,12,5,8,1,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,2,0,1,0,2,0,1,1,0,1,0,0,1,6,0,0,0,0
108,3,11,18,15,13,10,6,8,1,7,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,2,1,0,0,1,1,1,1,0,1,0,0,1,6,0,0,0,0
109,2,11,18,14,14,10,7,8,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,1,0,0,0,2,1,0,0,1,1,1,1,0,1,0,0,1,5,1,0,0,0
110,2,11,18,14,14,10,7,8,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0
111,2,12,17,13,16,9,7,9,1,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0
112,2,11,15,16,15,9,8,8,2,7,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0
113,5,11,15,14,16,7,10,7,3,6,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,2,1,0,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0
114,5,11,16,14,16,6,11,7,3,6,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,0,1,0,0,1,2,0,0,1,0,1,1,1,0,1,0,0,1,5,1,0,0,0
115,3,12,16,14,15,8,11,7,3,4,3,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,1,0,0,0,1,2,0,0,1,0,2,0,1,1,0,0,0,1,4,1,0,0,0
116,2,13,16,13,15,9,11,6,4,3,4,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,2,0,1,0,0,2,0,1,1,0,0,0,1,4,1,0,0,0
117,2,12,16,13,14,11,10,6,5,3,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,0,1,2,0,1,0,0,2,0,1,1,0,0,0,1,4,1,0,0,0
118,2,11,14,15,15,11,10,6,5,3,4,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,1,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,0,1,4,1,0,0,0
119,2,11,13,16,12,14,10,5,5,4,3,2,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,1,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,0,1,4,1,0,0,0
120,3,10,15,16,11,15,9,5,6,3,4,2,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,0,1,5,1,0,0,0
121,3,11,15,15,12,14,10,5,6,3,4,2,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,0,0,1,5,1,0,0,0
122,2,12,14,12,15,14,10,5,6,3,4,2,0,0,0,0,1,0,1,0,0,0,1,1,1,0,3,0,0,0,1,1,1,0,1,0,0,2,0,0,2,0,0,0,1,5,1,0,0,0
123,2,13,14,11,15,15,8,6,6,4,4,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,3,0,0,0,1,2,0,1,0,0,0,2,0,0,2,0,0,0,1,5,1,0,0,0
124,2,15,16,11,15,15,7,5,7,5,3,2,1,0,0,0,1,0,1,0,0,1,0,1,1,0,3,0,0,0,1,2,0,1,0,0,0,2,0,0,2,0,0,0,1,5,1,0,0,0
125,2,14,16,11,17,13,8,5,7,5,3,2,1,0,0,1,0,0,0,1,0,1,0,2,0,0,3,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,1,5,0,0,0,0
126,5,13,13,14,17,13,8,6,7,5,3,2,1,0,0,1,0,0,0,1,0,1,0,2,0,0,3,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,1,6,0,0,0,0
127,5,11,15,15,17,12,8,6,6,7,2,3,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,0,0,0,2,1,0,1,0,0,3,1,0,1,1,0,0,0,1,6,0,0,0,0
128,6,14,15,13,17,12,9,6,6,7,2,4,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,0,0,1,1,1,0,1,0,0,4,0,1,1,1,0,0,1,0,6,0,0,0,0
129,4,13,18,13,17,10,10,7,6,7,2,4,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,0,0,1,1,1,0,1,0,1,3,0,1,1,1,0,0,1,0,7,0,0,0,0
130,4,14,19,13,17,9,11,7,5,8,1,5,1,0,0,1,0,0,0,1,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,1,3,0,1,1,1,0,0,1,0,7,0,0,0,0
131,4,11,22,14,18,8,12,7,5,7,2,4,2,0,0,1,0,0,0,1,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,2,2,0,1,1,1,0,0,1,0,7,0,0,0,0
132,2,14,22,14,14,11,12,7,4,8,1,5,2,0,0,1,0,0,0,1,1,0,1,1,0,1,2,0,0,1,1,1,1,0,0,2,2,0,1,1,1,0,0,1,0,7,0,0,0,0
133,2,13,22,14,15,10,13,7,4,8,1,5,2,0,0,1,0,0,0,0,2,1,1,0,0,1,2,0,0,2,0,1,1,0,0,2,2,0,1,1,1,0,0,1,0,6,1,0,0,0
134,2,13,21,15,15,9,14,5,6,8,1,5,2,0,0,1,0,0,0,0,2,1,1,0,0,1,2,0,1,1,0,1,1,0,0,2,2,0,1,1,1,0,0,1,0,6,1,0,0,0
135,2,13,21,14,16,10,14,3,8,6,3,5,2,0,0,1,0,0,0,0,2,1,1,0,0,1,2,0,1,1,0,1,1,0,1,1,2,0,1,1,1,0,0,1,0,6,1,0,0,0
